Department Name,Classification Name,Address Zip Code,svc_bin,pay_bin,start_year_bin,start_season
PHARMACY,PHARMACIST,91722,10-15,90-95,2000-2010,Winter
PHARMACY,PHARMACIST,92886,nan,90-95,2010-2020,Fall
PHARMACY,PHARMACIST,91765,20-25,90-95,1990-2000,Winter
PHARMACY,PHARMACIST,91789,0-5,90-95,2010-2020,Winter
PHARMACY,PHARMACIST,92801,0-5,65-70,2010-2020,Summer
PHARMACY,PHARMACIST,91765,0-5,90-95,2010-2020,Summer
PHARMACY,PHARMACIST,91709,20-25,90-95,1990-2000,Summer
PHARMACY,PHARMACIST,92620,0-5,85-90,2010-2020,Spring
PHARMACY,PHARMACIST,91790,10-15,90-95,2000-2010,Spring
PHARMACY,PHARMACIST,91711,5-10,90-95,2010-2020,Spring
PHARMACY,PHARMACIST,91331,0-5,90-95,2010-2020,Summer
PHARMACY,PHARMACIST,91710,0-5,85-90,2010-2020,Fall
PHARMACY,PHARMACY INTERN,94539,0-5,25-30,2010-2020,Summer
PHARMACY,PHARMACY INTERN,91710,0-5,25-30,2010-2020,Summer
PHARMACY,PHARMACY INTERN,91761,0-5,25-30,2010-2020,Summer
PHARMACY,PHARMACY INTERN,91709,0-5,25-30,2010-2020,Summer
PHARMACY,PHARMACY INTERN,91750,0-5,25-30,2010-2020,Spring
PHARMACY,PHARMACY TECH,92407,5-10,20-25,2010-2020,Summer
PHARMACY,PHARMACY TECH,91706,0-5,20-25,2010-2020,Spring
PHARMACY,PHARMACY TECH,91710,0-5,20-25,2010-2020,Spring
PHARMACY,PHARMACY TECH,91701,0-5,25-30,2010-2020,Fall
PHARMACY,PHARMACY TECH,91739,5-10,25-30,2010-2020,Summer
PHARMACY,PHARMACY TECH,91792,5-10,25-30,2010-2020,Spring
PHARMACY,PHARMACY TECH,92503,30-35,25-30,1980-1990,Winter
PHARMACY,PHARMACY TECH,92335,20-25,25-30,1990-2000,Winter
PHARMACY,PHARMACY TECH,91766,15-20,25-30,2000-2010,Summer
PHARMACY,PHARMACY TECH,91765,20-25,25-30,1990-2000,Fall
PHARMACY,PHARMACY TECH,91768,20-25,25-30,1990-2000,Spring
PHARMACY,PHARMACY TECH,92376,0-5,20-25,2010-2020,Winter
PHARMACY,PHARMACY TECH,91750,nan,15-20,2010-2020,Summer
PHARMACY,PHARMACY TECH,91766,35-40,25-30,1980-1990,Fall
PHARMACY,PHARMACY TECH,91791,nan,15-20,2010-2020,Fall
PHARMACY,PHARMACY TECH,92335,0-5,20-25,2010-2020,Spring
PHARMACY,PHARMACY TECH,91722,0-5,20-25,2010-2020,Winter
PHARMACY,PHARMACY TECH,91711,0-5,25-30,2010-2020,Winter
PHARMACY,PHARMACY TECH,91767,20-25,25-30,1990-2000,Fall
PHARMACY,PHARMACY TECH,91786,nan,25-30,nan,Summer
PHARMACY,PHARMACY TECH,91741,0-5,20-25,2010-2020,Summer
PHARMACY,PHARMACY TECH,91723,0-5,20-25,2010-2020,Summer
PHARMACY,PHARMACY TECH,91730,nan,15-20,2010-2020,Winter
PHARMACY,PHARMACY TECH,91761,0-5,20-25,2010-2020,Spring
PHARMACY,PHARMACY TECH,91768,0-5,15-20,2010-2020,Summer
PHARMACY,PHARMACY TECH,91790,0-5,20-25,2010-2020,Fall
PHARMACY,PHARMACY TECH,91710,10-15,25-30,2000-2010,Fall
PHARMACY,PHARMACY TECH,91766,0-5,25-30,2010-2020,Fall
PHARMACY,PHARMACY TECH,91762,0-5,20-25,2010-2020,Summer
PHARMACY,PHARMACY TECH,91773,15-20,25-30,2000-2010,Summer
PHARMACY,PHARMACY TECH,91709,5-10,20-25,2010-2020,Fall
PHARMACY,PHARMACY TECH,91764,10-15,25-30,2000-2010,Spring
PHARMACY,PHARMACY TECH,91748,0-5,15-20,2010-2020,Spring
PHARMACY,PHARMACY TECH,91706,0-5,25-30,2010-2020,Winter
LABORATORY,PHLEBOTOMY COORD,91786,15-20,35-40,2000-2010,Spring
CARDIAC WELLNESS,"PHYSIOLOGIST, EXERCI",91710,0-5,30-35,2010-2020,Fall
CARDIAC WELLNESS,"PHYSIOLOGIST, EXERCI",91784,10-15,35-40,2000-2010,Spring
CARDIAC WELLNESS,"PHYSIOLOGIST, EXERCI",91701,15-20,35-40,2000-2010,Spring
ICU,"PRACTITIONER, ACUTE",91709,30-35,85-90,1980-1990,Spring
CARDIAC SURGERY ADMI,"PRACTITIONER, ACUTE",92835,0-5,85-90,2010-2020,Fall
CARDIAC SURGERY ADMI,"PRACTITIONER, ACUTE",91789,0-5,60-65,2010-2020,Spring
SLEEP CENTER,"PRACTITIONER, NURSE",91709,0-5,85-90,2010-2020,Spring
INFECTION CONTROL,"PREVENTIONIST, INFEC",92880,0-5,75-80,2010-2020,Summer
INFECTION CONTROL,"PREVENTIONIST, INFEC",92336,10-15,75-80,2000-2010,Summer
INFECTION CONTROL,"PREVENTIONIST, INFEC",91730,5-10,75-80,2010-2020,Summer
MASTER PLANNING,PROJECT COORDINATOR,92504,nan,50-55,2010-2020,Fall
MASTER PLANNING,PROJECT COORDINATOR,91730,30-35,55-60,1980-1990,Fall
ADMITTING NORTH,RECEPTIONIST,91701,nan,15-20,2010-2020,Winter
ADMITTING NORTH,RECEPTIONIST,91768,nan,15-20,2010-2020,Winter
ADMITTING NORTH,RECEPTIONIST,91766,25-30,20-25,1990-2000,Summer
ADMITTING NORTH,RECEPTIONIST,91710,40-45,20-25,1970-1980,Spring
CLAREMONT HC URGENT,"RECEPTIONIST, MEDICA",91706,nan,15-20,2010-2020,Fall
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",91730,5-10,25-30,2010-2020,Spring
CLAREMONT HC URGENT,"RECEPTIONIST, MEDICA",91768,0-5,15-20,2010-2020,Winter
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",91710,15-20,20-25,2000-2010,Fall
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",91761,15-20,20-25,2000-2010,Summer
CH CROSSROADS HEALTH,"RECEPTIONIST, MEDICA",91709,10-15,20-25,2000-2010,Spring
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",91740,0-5,20-25,2010-2020,Summer
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",91710,10-15,20-25,2000-2010,Fall
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",91766,0-5,20-25,2010-2020,Summer
LAVERNE HC PRIMARY C,"RECEPTIONIST, MEDICA",91768,0-5,20-25,2010-2020,Spring
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",92376,20-25,20-25,1990-2000,Summer
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",91767,15-20,20-25,2000-2010,Summer
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",91723,0-5,20-25,2010-2020,Winter
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",91709,10-15,20-25,2000-2010,Spring
LAVERNE HC URGENT CA,"RECEPTIONIST, MEDICA",91762,nan,15-20,2010-2020,Winter
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",91773,15-20,20-25,2000-2010,Spring
LAVERNE HC PRIMARY C,"RECEPTIONIST, MEDICA",91744,0-5,20-25,2010-2020,Winter
CH CROSSROADS HEALTH,"RECEPTIONIST, MEDICA",91740,0-5,20-25,2010-2020,Winter
CLAREMONT HC URGENT,"RECEPTIONIST, MEDICA",92880,0-5,15-20,2010-2020,Summer
CLAREMONT HC URGENT,"RECEPTIONIST, MEDICA",91773,0-5,20-25,2010-2020,Spring
LAVERNE HC URGENT CA,"RECEPTIONIST, MEDICA",91761,0-5,15-20,2010-2020,Summer
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",91766,15-20,20-25,2000-2010,Fall
LAVERNE HC PRIMARY C,"RECEPTIONIST, MEDICA",91767,0-5,20-25,2010-2020,Fall
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",91761,0-5,15-20,2010-2020,Summer
CH CROSSROADS URGENT,"RECEPTIONIST, MEDICA",91766,15-20,25-30,2000-2010,Spring
CLAREMONT HC URGENT,"RECEPTIONIST, MEDICA",91710,15-20,20-25,2000-2010,Summer
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",92880,0-5,15-20,2010-2020,Winter
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",92392,5-10,20-25,2010-2020,Spring
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",91702,0-5,20-25,2010-2020,Spring
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",91762,10-15,20-25,2000-2010,Winter
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",91761,10-15,20-25,2000-2010,Summer
HUMAN RESOURCES,RECRUITER,91710,5-10,45-50,2010-2020,Spring
CANCER REGISTRY,"REGISTRAR, CANCER",92879,0-5,30-35,2010-2020,Summer
TRAUMA SERVICES,"REGISTRAR, TRAUMA",91765,0-5,25-30,2010-2020,Spring
TRAUMA SERVICES,"REGISTRAR, TRAUMA",91762,0-5,25-30,2010-2020,Fall
TRAUMA SERVICES,"REGISTRAR, TRAUMA",91739,0-5,25-30,2010-2020,Fall
SATELLITE CENTRAL BI,"REP, CUSTOMER SERVIC",91767,0-5,15-20,2010-2020,Summer
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",90242,0-5,25-30,2010-2020,Fall
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",92879,0-5,25-30,2010-2020,Fall
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",91786,10-15,25-30,2000-2010,Winter
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",92346,0-5,25-30,2010-2020,Summer
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",91761,10-15,25-30,2000-2010,Spring
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",91767,15-20,25-30,2000-2010,Winter
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",92404,20-25,25-30,1990-2000,Spring
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",92337,10-15,25-30,2000-2010,Summer
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",91766,20-25,25-30,1990-2000,Winter
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",92335,20-25,25-30,1990-2000,Summer
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",91786,10-15,25-30,2000-2010,Fall
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",91786,15-20,25-30,2000-2010,Winter
CREDIT & COLLECTIONS,"REP, IMAGING SUPPORT",91762,15-20,20-25,2000-2010,Winter
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",92840,0-5,15-20,2010-2020,Summer
RADIOLOGY-MRI,"REP, IMAGING SUPPORT",91767,0-5,15-20,2010-2020,Spring
CREDIT & COLLECTIONS,"REP, IMAGING SUPPORT",91710,10-15,20-25,2000-2010,Fall
BREAST HEALTH CENTER,"REP, IMAGING SUPPORT",91761,15-20,25-30,2000-2010,Winter
LAVERNE HC RAD DIAGN,"REP, IMAGING SUPPORT",91768,15-20,25-30,2000-2010,Spring
BREAST HEALTH CENTER,"REP, IMAGING SUPPORT",91786,25-30,25-30,1990-2000,Winter
RADIOLOGY DIAG CH CR,"REP, IMAGING SUPPORT",91750,10-15,25-30,2000-2010,Fall
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",91766,0-5,15-20,2010-2020,Summer
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",91741,10-15,25-30,2000-2010,Summer
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",91752,0-5,20-25,2010-2020,Winter
CHINO HILLS IMAGING,"REP, IMAGING SUPPORT",91752,25-30,25-30,1990-2000,Winter
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",91768,5-10,20-25,2010-2020,Summer
RADIOLOGY-MRI,"REP, IMAGING SUPPORT",91710,0-5,15-20,2010-2020,Summer
CREDIT & COLLECTIONS,"REP, IMAGING SUPPORT",91766,0-5,20-25,2010-2020,Fall
CHINO HILLS IMAGING,"REP, IMAGING SUPPORT",91761,25-30,25-30,1990-2000,Summer
LAVERNE HC RAD DIAGN,"REP, IMAGING SUPPORT",91708,25-30,25-30,1990-2000,Spring
CREDIT & COLLECTIONS,"REP, IMAGING SUPPORT",91764,10-15,20-25,2000-2010,Fall
LAVERNE HC RAD DIAGN,"REP, IMAGING SUPPORT",92336,0-5,15-20,2010-2020,Spring
BREAST HEALTH CENTER,"REP, IMAGING SUPPORT",92557,20-25,25-30,1990-2000,Winter
RADIOLOGY-ADMIN,"REP, IMAGING SUPPORT",92337,15-20,25-30,2000-2010,Summer
PLANT OPERATIONS,"REP, INVENTORY CONTR",91709,10-15,30-35,2000-2010,Fall
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91768,5-10,20-25,2010-2020,Spring
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91768,10-15,25-30,2000-2010,Winter
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",91730,15-20,25-30,2000-2010,Spring
CONTRACT BILLING,"REP, PATIENT ACCOUNT",92345,0-5,15-20,2010-2020,Winter
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",92336,10-15,25-30,2000-2010,Winter
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",91767,15-20,25-30,2000-2010,Winter
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",91730,0-5,25-30,2010-2020,Summer
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91761,10-15,25-30,2000-2010,Fall
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",91768,15-20,25-30,1990-2000,Summer
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91709,5-10,20-25,2010-2020,Spring
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91706,10-15,25-30,2000-2010,Fall
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91763,35-40,25-30,1980-1990,Winter
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",91768,0-5,25-30,2010-2020,Fall
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91773,nan,15-20,2010-2020,Winter
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",91769,15-20,25-30,2000-2010,Winter
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",91766,0-5,25-30,2010-2020,Summer
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91767,5-10,25-30,2010-2020,Fall
MEDICARE BILLING,"REP, PATIENT ACCOUNT",91763,5-10,25-30,2010-2020,Winter
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",91722,10-15,25-30,2000-2010,Winter
CONTRACT BILLING,"REP, PATIENT ACCOUNT",92336,15-20,25-30,2000-2010,Winter
MEDICARE BILLING,"REP, PATIENT ACCOUNT",91786,5-10,25-30,2010-2020,Spring
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",91710,10-15,25-30,2000-2010,Fall
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",91766,15-20,25-30,2000-2010,Winter
MEDICARE BILLING,"REP, PATIENT ACCOUNT",91709,25-30,25-30,1990-2000,Spring
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",92407,15-20,25-30,2000-2010,Summer
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",91710,0-5,20-25,2010-2020,Fall
MEDICARE BILLING,"REP, PATIENT ACCOUNT",92316,10-15,25-30,2000-2010,Fall
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",91710,15-20,25-30,2000-2010,Spring
MEDICARE BILLING,"REP, PATIENT ACCOUNT",91766,10-15,25-30,2000-2010,Fall
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",92509,0-5,20-25,2010-2020,Summer
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91786,nan,20-25,2010-2020,Fall
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",91786,20-25,25-30,1990-2000,Fall
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91723,5-10,25-30,2010-2020,Fall
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",91767,15-20,25-30,2000-2010,Summer
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91701,nan,20-25,2010-2020,Fall
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91711,5-10,25-30,2010-2020,Summer
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91730,0-5,20-25,2010-2020,Winter
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91710,5-10,25-30,2010-2020,Winter
CONTRACT BILLING,"REP, PATIENT ACCOUNT",92335,5-10,25-30,2010-2020,Fall
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",91737,30-35,25-30,1980-1990,Fall
MEDICARE BILLING,"REP, PATIENT ACCOUNT",91739,5-10,25-30,2010-2020,Spring
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",91701,20-25,25-30,1990-2000,Fall
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91764,nan,15-20,2010-2020,Winter
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",91724,nan,15-20,2010-2020,Fall
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91773,10-15,25-30,2000-2010,Fall
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91762,5-10,20-25,2010-2020,Summer
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91761,5-10,25-30,2010-2020,Spring
MEDICARE BILLING,"REP, PATIENT ACCOUNT",91767,nan,25-30,2020-2021,Winter
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91729,15-20,25-30,1990-2000,Winter
CONTRACT BILLING,"REP, PATIENT ACCOUNT",91730,10-15,25-30,2000-2010,Spring
MEDICARE BILLING,"REP, PATIENT ACCOUNT",92371,0-5,25-30,2010-2020,Spring
PATIENT RELATIONS,"REP, PATIENT RELATIO",92336,5-10,30-35,2010-2020,Winter
PATIENT RELATIONS,"REP, PATIENT RELATIO",91737,5-10,30-35,2010-2020,Fall
PHYSICIAN BILLING,"REP, PHYSICIAN BILLI",91730,15-20,25-30,2000-2010,Fall
PHYSICIAN BILLING,"REP, PHYSICIAN BILLI",91767,20-25,25-30,1990-2000,Spring
PHYSICIAN BILLING,"REP, PHYSICIAN BILLI",91710,15-20,25-30,2000-2010,Spring
PHYSICIAN BILLING,"REP, PHYSICIAN BILLI",90802,10-15,25-30,2000-2010,Winter
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91766,0-5,20-25,2010-2020,Summer
PRE SERVICES DEPARTM,"REP, PRE SERVICES",92509,15-20,25-30,2000-2010,Fall
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91786,0-5,25-30,2010-2020,Summer
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91768,15-20,25-30,2000-2010,Summer
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91791,0-5,20-25,2010-2020,Spring
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91702,10-15,25-30,2000-2010,Winter
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91722,0-5,25-30,2010-2020,Spring
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91767,15-20,25-30,2000-2010,Summer
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91101,0-5,25-30,2010-2020,Spring
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91766,15-20,25-30,2000-2010,Winter
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91710,0-5,20-25,2010-2020,Winter
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91701,0-5,25-30,2010-2020,Summer
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91711,0-5,25-30,2010-2020,Fall
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91722,20-25,25-30,1990-2000,Summer
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91730,0-5,20-25,2010-2020,Fall
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91701,10-15,25-30,2000-2010,Summer
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91786,15-20,25-30,2000-2010,Summer
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91763,35-40,25-30,1980-1990,Spring
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91763,0-5,25-30,2010-2020,Fall
PRE SERVICES DEPARTM,"REP, PRE SERVICES",92411,0-5,25-30,2010-2020,Winter
PRE SERVICES DEPARTM,"REP, PRE SERVICES",92336,45-50,25-30,1970-1980,Fall
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91762,15-20,25-30,2000-2010,Spring
PRE SERVICES DEPARTM,"REP, PRE SERVICES",92336,15-20,25-30,2000-2010,Spring
PRE SERVICES DEPARTM,"REP, PRE SERVICES",92377,15-20,25-30,2000-2010,Winter
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91766,5-10,25-30,2010-2020,Spring
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91764,5-10,20-25,2010-2020,Spring
PRE SERVICES DEPARTM,"REP, PRE SERVICES",91767,0-5,20-25,2010-2020,Summer
SATELLITE CENTRAL BI,"REP, REFUNDS ACCOUNT",92377,15-20,25-30,2000-2010,Summer
PHARMACY RESIDENCY P,RESIDENT PHARMACIST,91706,0-5,25-30,2010-2020,Summer
PHARMACY RESIDENCY P,RESIDENT PHARMACIST,92620,0-5,25-30,2010-2020,Summer
PHARMACY RESIDENCY P,RESIDENT PHARMACIST,90260,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 1ST YEAR",90022,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 1ST YEAR",92708,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 1ST YEAR",91762,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 1ST YEAR",91711,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 1ST YEAR",91709,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 1ST YEAR",92782,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 1ST YEAR",91709,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 1ST YEAR",92706,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 2ND YEAR",92832,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 2ND YEAR",92708,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 2ND YEAR",92507,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 2ND YEAR",91740,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 2ND YEAR",90404,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 2ND YEAR",91711,0-5,25-30,2010-2020,Spring
FAMILY MEDICINE RESI,"RESIDENT, 2ND YEAR",93065,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 2ND YEAR",92123,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 2ND YEAR",92602,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 3RD YEAR",91767,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 3RD YEAR",92708,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 3RD YEAR",91767,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 3RD YEAR",92833,0-5,25-30,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, 3RD YEAR",91762,0-5,25-30,2010-2020,Spring
FAMILY MEDICINE RESI,"RESIDENT, CHIEF PGY",94518,0-5,30-35,2010-2020,Summer
FAMILY MEDICINE RESI,"RESIDENT, CHIEF PGY",91750,0-5,30-35,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92509,0-5,45-50,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92545,0-5,30-35,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92407,0-5,30-35,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91730,0-5,45-50,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92336,0-5,35-40,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91737,10-15,45-50,2000-2010,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91784,0-5,35-40,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91768,0-5,30-35,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92708,25-30,45-50,1990-2000,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91701,0-5,35-40,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91766,15-20,40-45,2000-2010,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91761,15-20,45-50,2000-2010,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91764,0-5,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92336,15-20,45-50,2000-2010,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92336,nan,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91763,0-5,45-50,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92337,10-15,40-45,2000-2010,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92336,nan,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92344,0-5,40-45,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92336,5-10,40-45,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92506,0-5,45-50,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91765,0-5,40-45,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91786,5-10,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91761,0-5,45-50,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91762,nan,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92345,0-5,35-40,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91784,15-20,40-45,2000-2010,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91709,nan,35-40,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91792,0-5,30-35,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91763,0-5,30-35,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91764,0-5,45-50,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92557,20-25,45-50,1990-2000,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91739,0-5,35-40,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91765,0-5,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92553,nan,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91701,0-5,45-50,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91737,5-10,45-50,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,90621,0-5,45-50,2010-2020,Summer
